title,ingredients,ingredient
Dark Chocolate-Caramel Cake with Gold-Dusted Chestnuts,"['9 ounces high-quality milk chocolate (such as Lindt or Perugina)', '3 ounces bittersweet (not unsweetened) or semisweet chocolate, finely chopped', '6 tablespoons sugar', '2 tablespoons water', '1 cinnamon stick', '1 cup plus 2 tablespoons heavy whipping cream', '1/4 teaspoon salt', '1 cup plus 2 tablespoons (21/4 sticks) unsalted butter, room temperature', '2 cups cake flour', '2 teaspoons baking powder', '1 teaspoon salt', '1 cup (2 sticks) unsalted butter, room temperature', '1 1/4 cups (packed) golden brown sugar, divided', '4 large eggs, separated', '2 teaspoons vanilla extract', '1 cup sweetened chestnut spread** with vanilla', '1/4 cup whole milk', '1/4 cup brandy', '2 tablespoons golden brown sugar', '24 jarred peeled whole chestnuts**; 12 coarsely chopped, 12 left whole (about 7.25 ounces)', '1 cup heavy whipping cream', '1/4 cup sugar', '1/4 cup water', '8 ounces bittersweet or semisweet chocolate, chopped', 'Edible gold dust***']","['high-quality milk chocolate (such as Lindt or Perugina)', 'bittersweet (not unsweetened) or semisweet chocolate, finely chopped', 'sugar', 'water', 'stick', 'plus 2 tablespoons heavy whipping cream', 'salt', 'plus 2 tablespoons (21/4 sticks) unsalted butter, room temperature', 'cake flour', 'baking powder', 'salt', '(2 sticks) unsalted butter, room temperature', '1/4 cups (packed) golden brown sugar, divided', 'eggs, separated', 'vanilla extract', 'sweetened chestnut spread** with vanilla', 'whole milk', 'brandy', 'golden brown sugar', 'peeled whole chestnuts**; 12 coarsely chopped, 12 left whole (about 7.25 ounces)', 'heavy whipping cream', 'sugar', 'water', 'bittersweet or semisweet chocolate, chopped', 'Edible gold dust***']"
Dark Chocolate Pretzel Cake,"['1/2 cup (1 stick) unsalted butter, chopped', '16 ounces dark chocolate, chopped', '4 eggs, separated', '1/4 cup superfine sugar', '2 teaspoons sea salt', '1 cup mini pretzels']","['(1 stick) unsalted butter, chopped', 'dark chocolate, chopped', ', separated', 'superfine sugar', 'sea salt', 'mini pretzels']"
Dark Chocolate Walnut Layer Cake,"['3 ounces unsweetened chocolate, chopped', '1 cup all purpose flour', '1/2 teaspoon baking soda', '1/2 cup (1 stick) unsalted butter, room temperature', '1/2 cup packed golden brown sugar', '1/2 cup sugar', '2 large eggs', '1 teaspoon vanilla extract', '1/2 cup buttermilk', '3/4 cup chopped walnuts', '4 ounces unsweetened chocolate, chopped', '1/2 cup (1 stick) unsalted butter, room temperature', '3 cups powdered sugar', '6 tablespoons (about) hot milk', '1 cup chopped walnuts']","['unsweetened chocolate, chopped', 'all purpose flour', 'baking soda', '(1 stick) unsalted butter, room temperature', 'packed golden brown sugar', 'sugar', 'eggs', 'vanilla extract', 'buttermilk', 'chopped walnuts', 'unsweetened chocolate, chopped', '(1 stick) unsalted butter, room temperature', 'powdered sugar', '(about) hot milk', 'chopped walnuts']"
Dark Chocolate Wedding Cake with Chocolate Orange Ganache and Orange Buttercream,"['13/4 cups unsweetened cocoa powder (not Dutch-process)', '13/4 cups boiling water', '4 ounces fine-quality bittersweet chocolate (not unsweetened), chopped', 'one 8-ounce container sour cream', '1 tablespoon plus 1 teaspoon vanilla extract', '3 cups all-purpose flour', '2 1/2 teaspoons baking soda', '1 teaspoon salt', '3 3/4 sticks (1 3/4 cups plus 2 tablespoons) unsalted butter, softened', '1 3/4 cups granulated sugar', '3/4 cup firmly packed light brown sugar', '5 large eggs', '1 cup heavy cream', '8 ounces fine-quality bittersweet chocolate (not unsweetened), chopped', '2 tablespoons unsalted butter, softened', '2 teaspoons freshly grated orange zest', '1 tablespoon Cointreau or other orange-flavored liqueur', 'one 8-inch cardboard round*', 'one 6-inch cardboard round*', 'three 8-inch plastic straws', '5 large egg yolks', '1/4 cup sugar', '1/2 cup fresh orange juice', '1/2 stick (1/4 cup) unsalted butter, softened', '1 1/2 teaspoons fresh lemon juice', '1 1/4 cups sugar', '1/2 cup water', '5 large egg whites', '1/2 teaspoon cream of tartar', '6 1/2 sticks (3 1/4 cups) unsalted butter, cut into pieces and softened to cool room temperature', '1/2 teaspoon salt', '2 tablespoons freshly grated orange zest', 'Note: A cake-decorating turntable* is extremely helpful for assembling and decorating a wedding cake.', 'Decoration: fraises des bois (wild strawberries)** and small roses with some leaves attached (both fruit and flowers must be nontoxic and pesticide-free)', '*available at specialty cookware shops']","['unsweetened cocoa powder (not Dutch-process)', 'boiling water', 'fine-quality bittersweet chocolate (not unsweetened), chopped', 'one 8-ounce container sour cream', 'plus 1 teaspoon vanilla extract', 'all-purpose flour', '1/2 teaspoons baking soda', 'salt', '3/4 sticks (1 3/4 cups plus 2 tablespoons) unsalted butter, softened', '3/4 cups granulated sugar', 'firmly packed light brown sugar', 'eggs', 'heavy cream', 'fine-quality bittersweet chocolate (not unsweetened), chopped', 'unsalted butter, softened', 'freshly grated orange zest', 'Cointreau or other orange-flavored liqueur', 'one 8-inch cardboard round*', 'one 6-inch cardboard round*', 'three 8-inch plastic straws', 'egg yolks', 'sugar', 'fresh orange juice', '(1/4 cup) unsalted butter, softened', '1/2 teaspoons fresh lemon juice', '1/4 cups sugar', 'water', 'egg whites', 'cream of tartar', '1/2 sticks (3 1/4 cups) unsalted butter, cut into pieces and softened to cool room temperature', 'salt', 'freshly grated orange zest', 'Note: A cake-decorating turntable* is extremely helpful for assembling and decorating a wedding cake.', 'Decoration: fraises des bois (wild strawberries)** and small roses with some leaves attached (both fruit and flowers must be nontoxic and pesticide-free)', '*available at specialty cookware shops']"
Dark Ginger Rye Cake With Yogurt and Honey,"['Nonstick vegetable oil spray', '1 cup robust-flavored (dark) molasses (not blackstrap)', '1 cup stout', '1/2 teaspoon baking soda', '1 1/2 cups rye flour', '1/2 cup all-purpose flour', '2 tablespoons ground ginger', '1 teaspoon ground cinnamon', '1/4 teaspoon freshly grated nutmeg', '1/2 teaspoon freshly ground black pepper', '1 1/2 teaspoons baking powder', '1 teaspoon kosher salt', '3 large eggs', '1 cup granulated sugar', '1 cup (packed) dark brown sugar', '1 teaspoon finely grated peeled ginger', '1 teaspoon vanilla extract', '1/2 cup virgin coconut oil, melted, slightly cooled', '1/4 cup vegetable oil', '1/4 cup honey', '2 cups plain whole-milk yogurt', 'A 10-inch-diameter springform pan']","['Nonstick vegetable oil spray', 'robust-flavored (dark) molasses (not blackstrap)', 'stout', 'baking soda', '1/2 cups rye flour', 'all-purpose flour', 'ground ginger', 'ground cinnamon', 'freshly grated nutmeg', 'freshly ground black pepper', '1/2 teaspoons baking powder', 'kosher salt', 'eggs', 'granulated sugar', '(packed) dark brown sugar', 'finely grated peeled ginger', 'vanilla extract', 'virgin coconut oil, melted, slightly cooled', 'vegetable oil', 'honey', 'plain whole-milk yogurt', 'A 10-inch-diameter springform pan']"
Darkest Chocolate Cake With Red Wine Glaze,"['1 cup (2 sticks) unsalted butter, cut into pieces, plus more for pan', '1/3 cup all-purpose flour, plus more for pan', '8 ounces bittersweet chocolate (at least 70% cacao), chopped', '1 cup sugar', '4 large eggs', '3/4 teaspoons kosher salt', '8 ounces bittersweet chocolate (at least 70% cacao), finely chopped', '1/4 cup (1/2 stick) unsalted butter, cut into small pieces', '1/2 teaspoon kosher salt', '1/2 cup powdered sugar', '1/2 cup red wine (such as Pinot Noir)', 'Special equipment: A 9"" springform pan']","['(2 sticks) unsalted butter, cut into pieces, plus more for pan', 'all-purpose flour, plus more for pan', 'bittersweet chocolate (at least 70% cacao), chopped', 'sugar', 'eggs', 'kosher salt', 'bittersweet chocolate (at least 70% cacao), finely chopped', '(1/2 stick) unsalted butter, cut into small pieces', 'kosher salt', 'powdered sugar', 'red wine (such as Pinot Noir)', 'Special equipment: A 9"" springform pan']"
Dome Cake Filled with Chocolate and Nut Cream,"['2 tablespoons cherry liqueur', '2 tablespoons orange liqueur', '2 tablespoons grappa or brandy', '1 10.75-ounce loaf pound cake', '5 ounces semisweet chocolate, chopped', '2 cups chilled whipping cream', '3/4 cup powdered sugar', '3/4 cup blanched slivered almonds, toasted, coarsely chopped', '1/2 cup hazelnuts, toasted, husked, coarsely chopped', 'Unsweetened cocoa powder']","['cherry liqueur', 'orange liqueur', 'grappa or brandy', '10.75-ounce loaf pound cake', 'semisweet chocolate, chopped', 'chilled whipping cream', 'powdered sugar', 'blanched slivered almonds, toasted, coarsely chopped', 'hazelnuts, toasted, husked, coarsely chopped', 'Unsweetened cocoa powder']"
Double Chocolate Raspberry Cake,"['1 box chocolate cake mix', '3 eggs', '1/2 cup vegetable oil', '1/3 cup water', '6 ounces semisweet chocolate chips', 'Chocolate Frosting', '1/4 cup raspberry jam', '2 fresh raspberries']","['chocolate cake mix', '', 'vegetable oil', 'water', 'semisweet chocolate chips', 'Chocolate Frosting', 'raspberry jam', 'raspberries']"
Double-Ginger Sour Cream and Bundt Cake with Ginger-Infused Strawberries,"['Softened butter (for brushing pan)', '1/2 cup raw sugar*', '2 1/4 cups all purpose flour', '4 teaspoons ground ginger', '2 teaspoons baking powder', '1/2 teaspoon salt', '1 cup (2 sticks) unsalted butter, room temperature', '2 cups sugar', '4 large eggs', '1 large egg yolk', '2 teaspoons vanilla extract', '1 cup sour cream', '1 cup chopped crystallized ginger', '1 2-inch piece fresh ginger, peeled, very thinly sliced', '2/3 cup water', '1/2 cup sugar', '2 teaspoons fresh lemon juice', '2 quarts fresh strawberries, hulled, halved (about 8 cups)', 'Sliced fresh mint leaves (optional)']","['Softened butter (for brushing pan)', 'raw sugar*', '1/4 cups all purpose flour', 'ground ginger', 'baking powder', 'salt', '(2 sticks) unsalted butter, room temperature', 'sugar', 'eggs', 'egg yolk', 'vanilla extract', 'sour cream', 'chopped crystallized ginger', '2-inch piece fresh ginger, peeled, very thinly sliced', 'water', 'sugar', 'fresh lemon juice', 'fresh strawberries, hulled, halved (about 8 cups)', 'Sliced fresh mint leaves (optional)']"
Double-Layer Vanilla-Buttermilk Cake With Raspberries and Orange Cream-Cheese Frosting,"['Nonstick vegetable oil spray', '4 cups cake flour, divided', '2 teaspoons baking powder, divided', '1 teaspoon baking soda, divided', '1/2 teaspoon kosher salt, divided', '1 1/2 cups (3 sticks) unsalted butter, room temperature, divided', '3 1/2 cups granulated sugar, divided', '8 large eggs, separated', '2 teaspoons vanilla extract, divided', '2 cups buttermilk, divided', '1/4 cup granulated sugar', '1 vanilla bean, split lengthwise', '4 (8-ounce) packages cream cheese, chilled', '1 1/4 cups (2 1/2 sticks) unsalted butter, room temperature', '2 teaspoons finely grated orange zest', '2 tablespoons fresh orange juice', '2 teaspoons vanilla extract', '1 1/2 cups powdered sugar, sifted', '15 ounces raspberries, divided', 'Edible flowers (for garnish; optional)', '2 (10-inch) round cake pans']","['Nonstick vegetable oil spray', 'cake flour, divided', 'baking powder, divided', 'baking soda, divided', 'kosher salt, divided', '1/2 cups (3 sticks) unsalted butter, room temperature, divided', '1/2 cups granulated sugar, divided', 'eggs, separated', 'vanilla extract, divided', 'buttermilk, divided', 'granulated sugar', 'bean, split lengthwise', '(8-ounce) packages cream cheese, chilled', '1/4 cups (2 1/2 sticks) unsalted butter, room temperature', 'finely grated orange zest', 'fresh orange juice', 'vanilla extract', '1/2 cups powdered sugar, sifted', 'raspberries, divided', 'Edible flowers (for garnish; optional)', '(10-inch) round cake pans']"
Dried Fruit and Nut Cake,"['1 1/2 cups chopped toasted almonds (about 7 ounces)', '3/4 cup diced candied lemon peel (about 4 ounces)', '2/3 cup chopped toasted hazelnuts (about 3 1/2 ounces)', '2/3 cup sifted all purpose flour', '1/2 cup diced candied citron peel (about 3 ounces)', '1/2 cup diced candied orange peel (about 3 ounces)', '1/4 cup unsweetened cocoa powder', '1 1/4 teaspoons ground cinnamon', '1/2 teaspoon ground allspice', '1/2 teaspoon vanilla extract', '1/2 cup honey', '1/2 cup sugar', '1/4 cup powdered sugar']","['1/2 cups chopped toasted almonds (about 7 ounces)', 'diced candied lemon peel (about 4 ounces)', 'chopped toasted hazelnuts (about 3 1/2 ounces)', 'sifted all purpose flour', 'diced candied citron peel (about 3 ounces)', 'diced candied orange peel (about 3 ounces)', 'unsweetened cocoa powder', '1/4 teaspoons ground cinnamon', 'ground allspice', 'vanilla extract', 'honey', 'sugar', 'powdered sugar']"
Duck Egg Cake with Rosemary,"['Unsalted butter or duck fat, for greasing', '4 duck eggs', '3/4 cup sugar', '3 tablespoons olive oil', '7 tablespoons duck fat, melted', '2 tablespoons minced fresh rosemary', '1 1/2 cups cake flour', '1 tablespoon baking powder', 'Healthy pinch of kosher salt']","['Unsalted butter or duck fat, for greasing', 'eggs', 'sugar', 'olive oil', 'duck fat, melted', 'minced fresh rosemary', '1/2 cups cake flour', 'baking powder', 'Healthy pinch of kosher salt']"
Easy Cranberry & Apple Cake,"['12 ounces fresh cranberries, rinsed and picked over for stems', '1 Granny Smith apple, peeled, cored, and medium-diced', '1/2 cup light brown sugar, packed', '1 tablespoon grated orange zest (2 oranges)', '1/4 cup freshly squeezed orange juice', '1 1/8 teaspoons ground cinnamon, divided', '2 extra-large eggs, at room temperature', '1 cup plus 1 tablespoon granulated sugar', '1/4 pound (1 stick) unsalted butter, melted and slightly cooled', '1 teaspoon pure vanilla extract', '1/4 cup sour cream', '1 cup all-purpose flour', '1/4 teaspoon kosher salt']","['fresh cranberries, rinsed and picked over for stems', 'Smith apple, peeled, cored, and medium-diced', 'light brown sugar, packed', 'grated orange zest (2 oranges)', 'freshly squeezed orange juice', '1/8 teaspoons ground cinnamon, divided', '-large eggs, at room temperature', 'plus 1 tablespoon granulated sugar', '(1 stick) unsalted butter, melted and slightly cooled', 'pure vanilla extract', 'sour cream', 'all-purpose flour', 'kosher salt']"
Fallen Chocolate Cake Squares Ã  la Mode with Butterscotch Sauce,"['9 ounces fine-quality bittersweet chocolate (not unsweetened), chopped', '1 stick (1/2 cup) unsalted butter, cut into pieces', '3/4 cup sugar', '5 large eggs, separated', '3 tablespoons all-purpose flour', '2 tablespoons unsweetened cocoa powder', '1 teaspoon vanilla', '1/4 teaspoon salt', 'coffee ice cream', 'Butterscotch Sauce', 'whipped cream if desired']","['fine-quality bittersweet chocolate (not unsweetened), chopped', '(1/2 cup) unsalted butter, cut into pieces', 'sugar', 'eggs, separated', 'all-purpose flour', 'unsweetened cocoa powder', 'vanilla', 'salt', 'coffee ice cream', 'Butterscotch Sauce', 'whipped cream if desired']"
"Flourless Apple, Almond, and Ginger Cake","['3 Granny Smith apples', '30 g (1 ounce) unsalted butter', '50 g (1 3/4 ounces/1/4 cup) caster (superfine) sugar', '2 whole cloves', '80 g (1/2 cup) raisins', '260 g (9 1/4 ounces/2 1/3 cups) ground almonds', '220 g (1 1/2 cups) whole almonds', '2 1/2 teaspoons ground ginger', '2 teaspoons baking powder', '4 eggs', '230 g (8 1/2 ounces/1 cup) raw (demerara) sugar', '145 ml (1/2 cup plus 1 tablespoon) pure maple or golden syrup (light treacle)', '2 royal gala or golden delicious apples', '50 g (1/3 cup) whole almonds, coarsely chopped', '50 g (1 3/4 ounces) butter, melted', '50 g (1/4 cup) raw (demerara) sugar']","['Smith apples', '(1 ounce) unsalted butter', '(1 3/4 ounces/1/4 cup) caster (superfine) sugar', 'cloves', '(1/2 cup) raisins', '(9 1/4 ounces/2 1/3 cups) ground almonds', '(1 1/2 cups) whole almonds', '1/2 teaspoons ground ginger', 'baking powder', '', '(8 1/2 ounces/1 cup) raw (demerara) sugar', '(1/2 cup plus 1 tablespoon) pure maple or golden syrup (light treacle)', 'gala or golden delicious apples', '(1/3 cup) whole almonds, coarsely chopped', '(1 3/4 ounces) butter, melted', '(1/4 cup) raw (demerara) sugar']"
Flourless Cacao Fudge Cake,"['200g (about 14 tablespoons) unsalted butter, chopped', '3/4 cup (75g) raw cacao powder, plus extra for dusting', '6 eggs', '1 1/4 cups (220g) brown sugar', '1 cup (120g) almond meal (ground almonds)']","['(about 14 tablespoons) unsalted butter, chopped', '(75g) raw cacao powder, plus extra for dusting', '', '1/4 cups (220g) brown sugar', '(120g) almond meal (ground almonds)']"
Flourless Chocolate Cake with Coffee Liqueur,"['1 pound semisweet chocolate, chopped', '1 cup (2 sticks) unsalted butter', '1/4 cup coffee liqueur', '1 teaspoon vanilla extract', '7 large eggs, room temperature', '1 cup sugar', 'Powdered sugar']","['semisweet chocolate, chopped', '(2 sticks) unsalted butter', 'coffee liqueur', 'vanilla extract', 'eggs, room temperature', 'sugar', 'Powdered sugar']"
Flourless Chocolate Cake with Toasted Hazelnuts and Brandied Cherries,"['1 750-ml bottle brandy', '1 1/2 cups dried tart cherries', '1 cup water', '1 cup sugar', '10 ounces bittersweet or semisweet chocolate, chopped', '1 1/4 cups (2 1/2 sticks) unsalted butter, diced', '10 large egg yolks', '1/2 cup plus 6 tablespoons sugar', '2 teaspoons vanilla extract', '1/4 teaspoon salt', '9 large egg whites', '8 ounces bittersweet or semisweet chocolate, chopped', '1 cup heavy whipping cream', '1 1/2 cups hazelnuts, toasted, coarsely chopped', 'Whipped cream']","['750-ml bottle brandy', '1/2 cups dried tart cherries', 'water', 'sugar', 'bittersweet or semisweet chocolate, chopped', '1/4 cups (2 1/2 sticks) unsalted butter, diced', 'egg yolks', 'plus 6 tablespoons sugar', 'vanilla extract', 'salt', 'egg whites', 'bittersweet or semisweet chocolate, chopped', 'heavy whipping cream', '1/2 cups hazelnuts, toasted, coarsely chopped', 'Whipped cream']"
